group_id,label,runs_present,occurrences_per_run_min,occurrences_per_run_max,candidates,pooled_best_ns,fastest_distinct,fastest_modal_share_pct,ambiguous_pct,top2_margin_median_ns,top2_margin_median_pct,candidate_robust_cv_median_pct,candidate_robust_cv_p90_pct,candidate_robust_cv_max_pct,candidate_span_median_pct,observed_fastest_regret_p95_pct,modal_fastest_config,modal_fastest_config_id
5bf39302c096,gemm_fusion_dot,4,1,1,33,8480.0,3,50.0,50.0,480.0,6.410256410256411,1.4712175317085032,12.63920824291077,18.742301886792454,10.376117604111741,10.952830188679242,"triton(block_m=32,block_n=32,block_k=32,num_warps=2,num_stages=4,num_ctas=1)",470c1a15cf33
abeefd2692f0,loop_add_fusion,4,1,1,3,7648.0,2,50.0,50.0,512.0,7.547169811320755,9.266249999999998,9.793534518828451,9.925355648535565,22.5,0.41841004184100417,"block_level(num_warps=4,num_stages=1,num_ctas=1,tiles=8x16)",ec5ecda5b886
5c4f64e0bf9d,input_reduce_fusion,4,1,1,3,7136.0,2,50.0,50.0,512.0,7.783018867924528,7.313273542600896,9.157580883016823,9.618657718120806,13.191489361702128,0.22421524663677134,"block_level(num_warps=4,num_stages=1,num_ctas=1,tiles=8x4)",12f2ab562735
e99a6d739c72,gemm_fusion_dot,4,1,1,17,6784.0,3,50.0,100.0,0.0,0.0,2.785678496868476,8.918077680525165,10.404210526315788,13.36116910229645,7.264150943396226,"triton(block_m=16,block_n=16,block_k=32,num_warps=2,num_stages=1,num_ctas=1)",713af33cfea8
5de84d060cb4,input_reduce_fusion,4,1,1,3,6816.0,3,50.0,75.0,16.0,0.2145922746781116,0.3480281690140845,8.029874090178655,9.950335570469797,10.328638497652582,4.19014084507042,native_emitter,b9a30111d616
dba4fc041564,input_reduce_fusion,4,1,1,3,7488.0,3,50.0,50.0,352.0,5.099238171611868,3.801538461538461,7.955278280542987,8.993713235294118,12.820512820512821,13.803418803418797,native_emitter,b9a30111d616
e5104ae1b6bd,input_multiply_reduce_fusion,4,2,2,3,6784.0,2,50.0,62.5,32.0,0.4495242702789872,3.984591265397536,7.943634359684374,8.933395133256083,18.365061590145576,10.141509433962264,"block_level(num_warps=1,num_stages=1,num_ctas=1,tiles=1x128)",06a5b0a493b1
0e43a50d41be,input_reduce_fusion,4,1,1,3,7504.0,3,50.0,100.0,16.0,0.21367521367521367,0.6322388059701493,7.4654657252658865,9.17377245508982,1.7057569296375266,6.823027718550106,native_emitter,b9a30111d616
e64652edc910,input_reduce_fusion,4,1,1,3,7136.0,3,50.0,50.0,176.0,2.445818070818071,3.5530718954248366,7.093107652627568,7.97811659192825,10.256410256410257,4.630044843049327,native_emitter,b9a30111d616
26d2d9a85a95,loop_slice_fusion,4,1,1,3,7120.0,3,50.0,50.0,368.0,5.40419648666233,6.996539325842697,6.9988271784732605,6.999399141630901,24.034334763948497,5.2921348314606735,"block_level(num_warps=4,num_stages=1,num_ctas=1,tiles=1x256)",4696f2c6943c
